wavs/sample-0|mels/sample-0.npy
wavs/sample-1|mels/sample-1.npy
wavs/sample-2|mels/sample-2.npy
wavs/sample-3|mels/sample-3.npy
wavs/sample-5|mels/sample-5.npy
wavs/sample-6|mels/sample-6.npy
wavs/sample-7|mels/sample-7.npy
wavs/sample-8|mels/sample-8.npy
wavs/sample-9|mels/sample-9.npy
wavs/sample-10|mels/sample-10.npy
wavs/sample-11|mels/sample-11.npy
wavs/sample-12|mels/sample-12.npy
wavs/sample-13|mels/sample-13.npy
wavs/sample-14|mels/sample-14.npy
wavs/sample-15|mels/sample-15.npy
wavs/sample-16|mels/sample-16.npy
wavs/sample-17|mels/sample-17.npy
wavs/sample-18|mels/sample-18.npy
wavs/sample-19|mels/sample-19.npy
wavs/sample-20|mels/sample-20.npy
wavs/sample-21|mels/sample-21.npy
wavs/sample-22|mels/sample-22.npy
wavs/sample-23|mels/sample-23.npy
wavs/sample-24|mels/sample-24.npy
wavs/sample-25|mels/sample-25.npy
wavs/sample-26|mels/sample-26.npy
wavs/sample-27|mels/sample-27.npy
wavs/sample-28|mels/sample-28.npy
wavs/sample-29|mels/sample-29.npy
wavs/sample-30|mels/sample-30.npy
wavs/sample-31|mels/sample-31.npy
wavs/sample-32|mels/sample-32.npy
wavs/sample-33|mels/sample-33.npy
wavs/sample-34|mels/sample-34.npy
wavs/sample-35|mels/sample-35.npy
wavs/sample-36|mels/sample-36.npy
wavs/sample-37|mels/sample-37.npy
wavs/sample-38|mels/sample-38.npy
wavs/sample-39|mels/sample-39.npy
wavs/sample-40|mels/sample-40.npy
wavs/sample-41|mels/sample-41.npy
wavs/sample-42|mels/sample-42.npy
wavs/sample-43|mels/sample-43.npy
wavs/sample-44|mels/sample-44.npy
wavs/sample-45|mels/sample-45.npy
wavs/sample-47|mels/sample-47.npy
wavs/sample-47|mels/sample-47.npy
wavs/sample-48|mels/sample-48.npy
wavs/sample-49|mels/sample-49.npy
wavs/sample-50|mels/sample-50.npy
wavs/sample-51|mels/sample-51.npy
wavs/sample-52|mels/sample-52.npy
wavs/sample-53|mels/sample-53.npy
wavs/sample-54|mels/sample-54.npy
wavs/sample-55|mels/sample-55.npy
wavs/sample-56|mels/sample-56.npy
wavs/sample-57|mels/sample-57.npy
wavs/sample-58|mels/sample-58.npy
wavs/sample-59|mels/sample-59.npy
wavs/sample-60|mels/sample-60.npy
wavs/sample-61|mels/sample-61.npy
wavs/sample-62|mels/sample-62.npy
wavs/sample-63|mels/sample-63.npy
wavs/sample-64|mels/sample-64.npy
wavs/sample-65|mels/sample-65.npy
wavs/sample-66|mels/sample-66.npy
wavs/sample-67|mels/sample-67.npy
wavs/sample-68|mels/sample-68.npy
wavs/sample-69|mels/sample-69.npy
wavs/sample-70|mels/sample-70.npy
wavs/sample-70|mels/sample-70.npy
wavs/sample-71|mels/sample-71.npy
wavs/sample-72|mels/sample-72.npy
wavs/sample-73|mels/sample-73.npy
wavs/sample-74|mels/sample-74.npy
wavs/sample-75|mels/sample-75.npy
wavs/sample-76|mels/sample-76.npy
wavs/sample-77|mels/sample-77.npy
wavs/sample-78|mels/sample-78.npy
wavs/sample-79|mels/sample-79.npy
wavs/sample-80|mels/sample-80.npy
wavs/sample-81|mels/sample-81.npy
wavs/sample-82|mels/sample-82.npy
wavs/sample-83|mels/sample-83.npy
wavs/sample-84|mels/sample-84.npy
wavs/sample-85|mels/sample-85.npy
wavs/sample-86|mels/sample-86.npy
wavs/sample-87|mels/sample-87.npy
wavs/sample-88|mels/sample-88.npy
wavs/sample-89|mels/sample-89.npy
wavs/sample-90|mels/sample-90.npy
wavs/sample-91|mels/sample-91.npy
wavs/sample-92|mels/sample-92.npy
wavs/sample-93|mels/sample-93.npy
wavs/sample-94|mels/sample-94.npy
wavs/sample-95|mels/sample-95.npy
wavs/sample-96|mels/sample-96.npy
wavs/sample-97|mels/sample-97.npy
wavs/sample-98|mels/sample-98.npy
wavs/sample-99|mels/sample-99.npy
wavs/sample-100|mels/sample-100.npy
wavs/sample-101|mels/sample-101.npy
wavs/sample-102|mels/sample-102.npy
wavs/sample-103|mels/sample-103.npy
wavs/sample-104|mels/sample-104.npy
wavs/sample-105|mels/sample-105.npy
wavs/sample-106|mels/sample-106.npy
wavs/sample-107|mels/sample-107.npy
wavs/sample-108|mels/sample-108.npy
wavs/sample-109|mels/sample-109.npy
wavs/sample-110|mels/sample-110.npy
wavs/sample-111|mels/sample-111.npy
wavs/sample-112|mels/sample-112.npy
wavs/sample-113|mels/sample-113.npy
wavs/sample-114|mels/sample-114.npy
wavs/sample-115|mels/sample-115.npy
wavs/sample-116|mels/sample-116.npy
wavs/sample-117|mels/sample-117.npy
wavs/sample-118|mels/sample-118.npy
wavs/sample-119|mels/sample-119.npy
wavs/sample-120|mels/sample-120.npy
wavs/sample-121|mels/sample-121.npy
wavs/sample-122|mels/sample-122.npy
wavs/sample-123|mels/sample-123.npy
wavs/sample-124|mels/sample-124.npy
wavs/sample-125|mels/sample-125.npy
wavs/sample-126|mels/sample-126.npy
wavs/sample-127|mels/sample-127.npy
wavs/sample-128|mels/sample-128.npy
wavs/sample-129|mels/sample-129.npy
wavs/sample-130|mels/sample-130.npy
wavs/sample-131|mels/sample-131.npy
wavs/sample-132|mels/sample-132.npy
wavs/sample-133|mels/sample-133.npy
wavs/sample-134|mels/sample-134.npy
wavs/sample-135|mels/sample-135.npy
wavs/sample-136|mels/sample-136.npy
wavs/sample-137|mels/sample-137.npy
wavs/sample-138|mels/sample-138.npy
wavs/sample-139|mels/sample-139.npy
wavs/sample-140|mels/sample-140.npy
wavs/sample-141|mels/sample-141.npy
wavs/sample-142|mels/sample-142.npy
wavs/sample-143|mels/sample-143.npy
wavs/sample-144|mels/sample-144.npy
wavs/sample-145|mels/sample-145.npy
wavs/sample-146|mels/sample-146.npy
wavs/sample-147|mels/sample-147.npy
wavs/sample-148|mels/sample-148.npy
wavs/sample-149|mels/sample-149.npy
wavs/sample-150|mels/sample-150.npy
wavs/sample-151|mels/sample-151.npy
wavs/sample-152|mels/sample-152.npy
wavs/sample-153|mels/sample-153.npy
wavs/sample-154|mels/sample-154.npy
wavs/sample-155|mels/sample-155.npy
wavs/sample-156|mels/sample-156.npy
wavs/sample-157|mels/sample-157.npy
wavs/sample-158|mels/sample-158.npy
wavs/sample-159|mels/sample-159.npy
wavs/sample-160|mels/sample-160.npy
wavs/sample-161|mels/sample-161.npy
wavs/sample-162|mels/sample-162.npy
wavs/sample-163|mels/sample-163.npy
wavs/sample-164|mels/sample-164.npy
wavs/sample-165|mels/sample-165.npy
wavs/sample-166|mels/sample-166.npy
wavs/sample-167|mels/sample-167.npy
wavs/sample-168|mels/sample-168.npy
wavs/sample-169|mels/sample-169.npy
wavs/sample-170|mels/sample-170.npy
wavs/sample-171|mels/sample-171.npy
wavs/sample-172|mels/sample-172.npy
wavs/sample-174|mels/sample-174.npy
wavs/sample-175|mels/sample-175.npy
wavs/sample-176|mels/sample-176.npy
wavs/sample-177|mels/sample-177.npy
wavs/sample-178|mels/sample-178.npy
wavs/sample-179|mels/sample-179.npy
wavs/sample-180|mels/sample-180.npy
wavs/sample-181|mels/sample-181.npy
wavs/sample-182|mels/sample-182.npy
wavs/sample-183|mels/sample-183.npy
wavs/sample-184|mels/sample-184.npy
wavs/sample-185|mels/sample-185.npy
wavs/sample-186|mels/sample-186.npy
wavs/sample-187|mels/sample-187.npy
wavs/sample-188|mels/sample-188.npy
wavs/sample-189|mels/sample-189.npy
wavs/sample-190|mels/sample-190.npy
wavs/sample-191|mels/sample-191.npy
wavs/sample-192|mels/sample-192.npy
wavs/sample-193|mels/sample-193.npy
wavs/sample-194|mels/sample-194.npy
wavs/sample-195|mels/sample-195.npy
wavs/sample-196|mels/sample-196.npy
wavs/sample-197|mels/sample-197.npy
wavs/sample-198|mels/sample-198.npy
wavs/sample-199|mels/sample-199.npy
wavs/sample-200|mels/sample-200.npy
wavs/sample-201|mels/sample-201.npy
wavs/sample-202|mels/sample-202.npy
wavs/sample-203|mels/sample-203.npy
wavs/sample-204|mels/sample-204.npy
wavs/sample-205|mels/sample-205.npy
wavs/sample-206|mels/sample-206.npy
wavs/sample-207|mels/sample-207.npy
wavs/sample-208|mels/sample-208.npy
wavs/sample-209|mels/sample-209.npy
wavs/sample-210|mels/sample-210.npy
wavs/sample-211|mels/sample-211.npy
wavs/sample-212|mels/sample-212.npy
wavs/sample-213|mels/sample-213.npy
wavs/sample-214|mels/sample-214.npy
wavs/sample-215|mels/sample-215.npy
wavs/sample-216|mels/sample-216.npy
wavs/sample-217|mels/sample-217.npy
wavs/sample-218|mels/sample-218.npy
wavs/sample-219|mels/sample-219.npy
wavs/sample-220|mels/sample-220.npy
wavs/sample-221|mels/sample-221.npy
wavs/sample-222|mels/sample-222.npy
wavs/sample-223|mels/sample-223.npy
wavs/sample-224|mels/sample-224.npy
wavs/sample-225|mels/sample-225.npy
wavs/sample-226|mels/sample-226.npy
wavs/sample-228|mels/sample-228.npy
wavs/sample-229|mels/sample-229.npy
wavs/sample-230|mels/sample-230.npy
wavs/sample-231|mels/sample-231.npy
wavs/sample-232|mels/sample-232.npy
wavs/sample-233|mels/sample-233.npy
wavs/sample-234|mels/sample-234.npy
wavs/sample-235|mels/sample-235.npy
wavs/sample-236|mels/sample-236.npy
wavs/sample-237|mels/sample-237.npy
wavs/sample-238|mels/sample-238.npy
wavs/sample-239|mels/sample-239.npy
wavs/sample-240|mels/sample-240.npy
wavs/sample-241|mels/sample-241.npy
wavs/sample-242|mels/sample-242.npy
wavs/sample-243|mels/sample-243.npy
wavs/sample-244|mels/sample-244.npy
wavs/sample-245|mels/sample-245.npy
wavs/sample-246|mels/sample-246.npy
wavs/sample-247|mels/sample-247.npy
wavs/sample-248|mels/sample-248.npy
wavs/sample-249|mels/sample-249.npy
wavs/sample-250|mels/sample-250.npy
wavs/sample-251|mels/sample-251.npy
wavs/sample-252|mels/sample-252.npy
wavs/sample-253|mels/sample-253.npy
wavs/sample-254|mels/sample-254.npy
wavs/sample-255|mels/sample-255.npy
wavs/sample-256|mels/sample-256.npy
wavs/sample-257|mels/sample-257.npy
wavs/sample-258|mels/sample-258.npy
wavs/sample-259|mels/sample-259.npy
wavs/sample-260|mels/sample-260.npy
wavs/sample-261|mels/sample-261.npy
wavs/sample-262|mels/sample-262.npy
wavs/sample-263|mels/sample-263.npy
wavs/sample-264|mels/sample-264.npy
wavs/sample-265|mels/sample-265.npy
wavs/sample-266|mels/sample-266.npy
wavs/sample-267|mels/sample-267.npy
wavs/sample-268|mels/sample-268.npy
wavs/sample-269|mels/sample-269.npy
wavs/sample-270|mels/sample-270.npy
wavs/sample-271|mels/sample-271.npy
wavs/sample-272|mels/sample-272.npy
wavs/sample-273|mels/sample-273.npy
wavs/sample-274|mels/sample-274.npy
wavs/sample-275|mels/sample-275.npy
wavs/sample-276|mels/sample-276.npy
wavs/sample-277|mels/sample-277.npy
wavs/sample-278|mels/sample-278.npy
wavs/sample-279|mels/sample-279.npy
wavs/sample-280|mels/sample-280.npy
wavs/sample-281|mels/sample-281.npy
wavs/sample-282|mels/sample-282.npy
wavs/sample-283|mels/sample-283.npy
wavs/sample-285|mels/sample-285.npy
wavs/sample-286|mels/sample-286.npy
wavs/sample-287|mels/sample-287.npy
wavs/sample-288|mels/sample-288.npy
wavs/sample-289|mels/sample-289.npy
wavs/sample-290|mels/sample-290.npy
wavs/sample-291|mels/sample-291.npy
wavs/sample-292|mels/sample-292.npy
wavs/sample-293|mels/sample-293.npy
wavs/sample-294|mels/sample-294.npy
wavs/sample-295|mels/sample-295.npy
wavs/sample-296|mels/sample-296.npy
wavs/sample-297|mels/sample-297.npy
wavs/sample-298|mels/sample-298.npy
wavs/sample-299|mels/sample-299.npy
wavs/sample-300|mels/sample-300.npy
wavs/sample-301|mels/sample-301.npy
wavs/sample-302|mels/sample-302.npy
wavs/sample-303|mels/sample-303.npy
wavs/sample-304|mels/sample-304.npy
wavs/sample-305|mels/sample-305.npy
wavs/sample-306|mels/sample-306.npy
wavs/sample-307|mels/sample-307.npy
wavs/sample-308|mels/sample-308.npy
wavs/sample-309|mels/sample-309.npy
wavs/sample-310|mels/sample-310.npy
wavs/sample-311|mels/sample-311.npy
wavs/sample-312|mels/sample-312.npy
wavs/sample-313|mels/sample-313.npy
wavs/sample-314|mels/sample-314.npy
wavs/sample-315|mels/sample-315.npy
wavs/sample-316|mels/sample-316.npy
wavs/sample-317|mels/sample-317.npy
wavs/sample-318|mels/sample-318.npy
wavs/sample-319|mels/sample-319.npy
wavs/sample-320|mels/sample-320.npy
wavs/sample-321|mels/sample-321.npy
wavs/sample-322|mels/sample-322.npy
wavs/sample-323|mels/sample-323.npy
wavs/sample-324|mels/sample-324.npy
wavs/sample-325|mels/sample-325.npy
wavs/sample-326|mels/sample-326.npy
wavs/sample-327|mels/sample-327.npy
wavs/sample-328|mels/sample-328.npy
wavs/sample-329|mels/sample-329.npy
wavs/sample-330|mels/sample-330.npy
wavs/sample-331|mels/sample-331.npy
wavs/sample-332|mels/sample-332.npy
wavs/sample-333|mels/sample-333.npy
wavs/sample-334|mels/sample-334.npy
wavs/sample-335|mels/sample-335.npy
wavs/sample-336|mels/sample-336.npy
wavs/sample-337|mels/sample-337.npy
wavs/sample-338|mels/sample-338.npy
wavs/sample-339|mels/sample-339.npy
wavs/sample-340|mels/sample-340.npy
wavs/sample-341|mels/sample-341.npy
wavs/sample-342|mels/sample-342.npy
wavs/sample-343|mels/sample-343.npy
wavs/sample-344|mels/sample-344.npy
wavs/sample-345|mels/sample-345.npy
wavs/sample-346|mels/sample-346.npy
wavs/sample-347|mels/sample-347.npy
wavs/sample-348|mels/sample-348.npy
wavs/sample-349|mels/sample-349.npy
wavs/sample-350|mels/sample-350.npy
wavs/sample-351|mels/sample-351.npy
wavs/sample-352|mels/sample-352.npy
wavs/sample-353|mels/sample-353.npy
wavs/sample-354|mels/sample-354.npy
wavs/sample-355|mels/sample-355.npy
wavs/sample-356|mels/sample-356.npy
wavs/sample-357|mels/sample-357.npy
wavs/sample-358|mels/sample-358.npy
wavs/sample-359|mels/sample-359.npy
